Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced/Intermediate, AI",Ebay,HELEN ALLISTON,28.9,0,4.0,0,0,32.9,1,
"[HT] Advanced/Intermediate, AI",Indy 500,ANDREA BAXTER,31.8,0,6.0,0,0.4,38.2,2,
"[HT] Advanced/Intermediate, AI",Woodford Reserve,ERIN R. KELLERHOUSE,26.6,0,7.6,0,4.0,38.2,3,
"[HT] Advanced/Intermediate, AI",Castle Larchfield Purdy,LAUREN BILLYS,32.3,0,8.0,0,2.8,43.1,4,
"[HT] Advanced/Intermediate, AI",Paper Jam,JAMES ALLISTON,33.6,0,4.8,0,5.2,43.6,5,
"[HT] Advanced/Intermediate, AI",Lilly,JAMES ALLISTON,32.7,0,9.2,0,3.2,45.1,6,
"[HT] Advanced/Intermediate, AI",Counterpoint,REBECCA BRAITLING,31.4,0,16.0,0,4.4,51.8,7,
"[HT] Advanced/Intermediate, AI",BSP Tuxedo,AUBURN EXCELL BRADY,32.3,0,16.0,4,2.4,54.7,8,
"[HT] Advanced/Intermediate, AI",Dr. Hart,MADISON TEMKIN,34.1,0,11.6,12,3.2,60.9,9,
"[HT] Advanced/Intermediate, AI",Cinzano,AMBER BIRTCIL,31.8,0,10.0,16,13.2,71.0,10,
"[HT] Advanced/Intermediate, AI",Isi,ASIA H. VEDDER,32.3,0,19.2,12,6.4,69.9,HC,
"[HT] Intermediate, OI",Summerbridge Parc,TAMRA SMITH,31.6,0,10.8,0,0.0,42.4,1,
"[HT] Intermediate, OI",Ringwood Trendsetter,KELLY PUGH GOODMAN,34.1,0,8.4,0,0.0,42.5,2,
"[HT] Intermediate, OI",Diego,LAUREN LOPICCOLO,31.1,0,12.0,0,0.0,43.1,3,
"[HT] Intermediate, OI",Caravaggio II,REBECCA BRAITLING,30.4,0,8.8,4,0.0,43.2,4,
"[HT] Intermediate, OI",M Creme De La Creme SE,ALEXIS A. HELFFRICH,28.0,0,22.0,0,0.0,50.0,5,
"[HT] Intermediate, OI",MB MaiStein,TAMRA SMITH,30.9,0,17.2,4,0.0,52.1,6,
"[HT] Intermediate, OI",Laguna Seca,ANDREA BAXTER,36.3,0,12.8,4,0.0,53.1,7,
"[HT] Intermediate, OI",Kirschblute 3,REBECCA BRAITLING,28.9,0,19.6,8,6.0,62.5,8,
"[HT] Intermediate, OI",Csongor,HALEY ABBETT,36.8,0,18.4,8,0.0,63.2,9,1-12.0
"[HT] Intermediate, OI",Elliot-V,LUISA SOUTHWORTH,36.4,0,22.8,4,0.0,63.2,10,2-10.0
"[HT] Intermediate, OI",Quintessence,MEGAN MCIVER,37.7,20,21.6,8,0.0,87.3,11,
"[HT] Intermediate, OI",GottaFeeling,CATIE CEJKA,38.9,20,32.0,12,0.0,102.9,12,
"[HT] Intermediate, OI",Captain IV,DAVID P. KOSS,33.8,0,9.2,4,0.0,47.0,HC,
"[HT] Intermediate, OI",Catch Me If You Can IV,RACHAEL K. MCGREGOR,37.3,0,18.4,0,EE,EE,EE,
"[HT] Intermediate, OI",Fuego,ALYSSA R. SCHAEFER,35.5,0,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",King of Hearts,SHANNON HARGER,37.7,0,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",Greenfort Carnival,SHANNON P. LILLEY,33.6,0,RF,RF,RF,RF,RF,
"[FEH] 2 Year-old, FEH-2",Jungle Love DF,EARL MCFALL,,,,,,85.75,1,
"[FEH] 2 Year-old, FEH-2",Let's Hashtag It,ALYSSA R. SCHAEFER,,,,,,83.7,2,
"[FEH] 3 Year-old, FEH-3",NSF Bye the Way,JILLIAN TERZIAN,,,,,,77.35,1,
"[FEH] 3 Year-old, FEH-3",Bow to No One,SOPHIA FORTNER,,,,,,71.0,2,
