Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced, A",Super Socks BCF,MATTHEW R. BROWN,36.2,0,0,0,0,36.2,1,24.0
"[HT] Advanced, A",BCF Belicoso,MATTHEW R. BROWN,32.9,0,1.2,4,0,38.1,2,22.0
"[HT] Advanced, A",Flashpoint D,KAITLIN L. VELTKAMP,38.5,0,0,0,0,38.5,3,20.0
"[HT] Advanced, A",Esprit De La Danse,JOHN MICHAEL DURR,41.2,0,0,4,0,45.2,4,0.0
"[HT] Advanced, A",In It To Win It,AVERY L. KLUNICK,39.4,0,10,0,0,49.4,5,0.0
"[HT] Advanced, A",Mojo,JAMES ALLISTON,47.1,0,0,4,0,51.1,6,0.0
"[HT] Advanced, A",Master Plan,LEAH K. BREAKEY,44.1,0,3.2,4,0,51.3,7,0.0
"[HT] Advanced, A",Jefferson,NATALIE BRADY,40.6,0,9.2,4,0,53.8,8,0.0
"[HT] Advanced, A",Pikture This,KIMBERLY STEINBUCH,41.5,20,9.2,12,0,82.7,9,0.0
"[HT] Advanced, A",Ben,HELEN BOUSCAREN,43.5,20,6.8,0,TE,TE,TE,
"[HT] Advanced, A",Fuerst Nino R,ANDREA BAXTER,40.9,80,E,E,E,E,E,
"[HT] Advanced, A",Kings Crossing,MADISON K. HOGAN,52.9,0,6,W,W,W,W,
"[HT] Advanced, A",De Mello,MEGAN GASTEL,42.4,60,E,E,E,E,E,
"[HT] Advanced, A",Worthy Opponent V.E.,DANA J. ESTES,45,20,24.4,W,W,W,W,
"[HT] Intermediate, OI",Snap Decision II,JEANINE K. ALLRED,35.2,0,0,0,0,35.2,1,12.0
"[HT] Intermediate, OI",Happenstance,MATTHEW R. BROWN,36.3,0,0,0,0,36.3,2,10.0
"[HT] Intermediate, OI",The Alchemyst,DEBORAH ROSEN,34.8,0,5.6,0,0,40.4,3,8.0
"[HT] Intermediate, OI",Brighton,REBECCA BUEHLER,37.8,0,0,4,0,41.8,4,6.0
"[HT] Intermediate, OI",Code of Conduct,DAVID W. ACORD,37.4,0,0,12,0,49.4,5,4.0
"[HT] Intermediate, OI",Sasha Fierce,DAVID W. ACORD,41.5,0,2.8,8,0,52.3,6,0.0
"[HT] Intermediate, OI",Bodark,HAWLEY BENNETT-AWAD,44.4,0,4.8,4,0,53.2,7,0.0
"[HT] Intermediate, OI",Leonado SE,ALEXIS A. HELFFRICH,35.6,0,6,12,0,53.6,8,0.0
"[HT] Intermediate, OI",Celtic King,JOSH BARNACLE,51.9,0,4,0,0,55.9,9,0.0
"[HT] Intermediate, OI",Royal Lux,AUBURN EXCELL BRADY,42.6,0,12.8,4,0,59.4,10,0.0
"[HT] Intermediate, OI",Ringwood Justice,DEREK DI GRAZIA,35.2,20,18.4,0,0,73.6,11,0.0
"[HT] Intermediate, OI",Wembley,KEVIN BAUMGARDNER,43.7,0,23.6,8,0,75.3,12,0.0
"[HT] Intermediate, OI",Twizted Syster,TAMRA SMITH,42.6,0,25.2,4,7,78.8,13,0.0
"[HT] Intermediate, OI",Ragazzo,HOLLY G. WENZELL,44.1,20,7.2,8,0,79.3,14,0.0
"[HT] Intermediate, OI",Jefferson D'Aurois,KEVIN BAUMGARDNER,38.5,20,4,20,0,82.5,15,0.0
"[HT] Intermediate, OI",Gordon Biersch,KATE MILLER,40.7,20,21.2,12,4,97.9,16,0.0
"[HT] Intermediate, OI",Admire James,LAUREN BENGE,39.3,20,13.2,24,5,101.5,17,0.0
"[HT] Intermediate, OI",Flanigan,MCKENA KNOTT,E,E,E,E,E,E,E,
"[HT] Intermediate, OI",Don Juanito,KATHERINE N. COLE,37.4,60,R,R,R,R,R,
"[HT] Intermediate, OI",Marginally Safe,ADRIANA J. ANGELICH,43.3,40,R,R,R,R,R,
"[HT] Preliminary, OP",Lad's Night Out,BEA DI GRAZIA,25,0,0,0,0,25,1,16.0
"[HT] Preliminary, OP",Regal Promise,ADDISON JOHNSON,29.6,0,0,0,0,29.6,2,5.0
"[HT] Preliminary, OP",Ballynoe Castleross,SHANNON P. LILLEY,29.1,0,0,4,0,33.1,3,4.0
"[HT] Preliminary, OP",Wimbledon Star,BELLA MOWBRAY,29.6,0,8,0,0,37.6,4,0.0
"[HT] Preliminary, OP",Phoenix Amani,JOHN STRASSBURGER,35,0,4,0,0,39,5,0.0
"[HT] Preliminary, OP",Chatwin,FRANKIE THIERIOT STUTES,29.6,0,0,12,3,44.6,6,0.0
"[HT] Preliminary, OP",My Versace,BUNNIE S. SEXTON,38.6,0,6,0,0,44.6,7,0.0
"[HT] Preliminary, OP",Rubiginous,EMILY I. CARRENO,41.8,0,0,4,0,45.8,8,0.0
"[HT] Preliminary, OP",Thunder's Heat,AMBER LEVINE,32.3,20,12.4,4,0,68.7,9,0.0
"[HT] Preliminary, OP",DaVinci,LAUREN R. PLOG,38.6,20,43.2,0,0,101.8,10,0.0
