Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] HT 4-Star, CCI4-S",Joshuay MBF,TOMMY M. GREENGARD,26.8,0,20,0,0.8,47.6,1,
"[HT] HT 4-Star, CCI4-S",Toska,EMILEE LIBBY,33.6,0,21.2,0,0,54.8,2,
"[HT] HT 4-Star, CCI4-S",Quidproquo,SOPHIA L. CLICK,34.4,0,36,0,0,70.4,3,
"[HT] HT 4-Star, CCI4-S",Clooney 14,KAREN L. O'NEAL,37.7,0,21.2,8,4.4,71.3,4,
"[HT] HT 4-Star, CCI4-S",Tarantino 54,SOPHIA L. CLICK,35.7,20,55.2,4,0,114.9,5,
"[HT] HT 3-Star, CCI3-S",Flinterro Z,HELEN ALLISTON,28.5,0,6.4,4,0,38.9,1,
"[HT] HT 3-Star, CCI3-S",E'zara,INDIA MCEVOY,31,0,10,0,0,41,2,14.0
"[HT] HT 3-Star, CCI3-S",Playing the Game,JULIA BEAUCHAMP CRANDON,39.2,0,2,4,0,45.2,3,12.0
"[HT] HT 3-Star, CCI3-S",Bon Vivant GWF,ERIN R. KELLERHOUSE,32.7,0,14.4,0,0,47.1,4,
"[HT] HT 3-Star, CCI3-S",Kismet Klosterbrau,JOLIE WENTWORTH,33.1,0,17.2,0,0,50.3,5,
"[HT] HT 3-Star, CCI3-S",Baral Silversee,TOMMY M. GREENGARD,31.9,0,10,8,0.8,50.7,6,
"[HT] HT 3-Star, CCI3-S",Le Top F,AMBER BIRTCIL,34.7,0,16,0,0,50.7,7,
"[HT] HT 3-Star, CCI3-S",Quintessence,MEGAN MCIVER,34,0,16.8,4,0,54.8,8,
"[HT] HT 3-Star, CCI3-S",HindSight,KASSANDRA MCMILLAN,35.6,0,8,12,0,55.6,9,3-12.0
"[HT] HT 3-Star, CCI3-S",Cinzano,AMBER BIRTCIL,35.4,0,26.4,0,0,61.8,10,
"[HT] HT 3-Star, CCI3-S",Eye of the Storm,JEN MOODY,40.7,0,20.4,12,0,73.1,11,
"[HT] HT 3-Star, CCI3-S",Kapitan Sparrow XII,MEGAN MCIVER,36.9,60,43.2,0,0,140.1,12,
"[HT] HT 3-Star, CCI3-S",Pistol Annie,JOSEY THOMPSON,39.4,RF,RF,RF,0,RF,RF,
"[HT] Intermediate, OI",FE Unlimited,ELSA WARBLE,23.4,0,6.4,0,0,29.8,1,12.0
"[HT] Intermediate, OI",Disco Traveler,MOLLY DUDA,21.6,0,7.6,4,0,33.2,2,
"[HT] Intermediate, OI",I.M. Over It,BARBARA CRABO,24.1,20,21.6,8,0,73.7,3,
"[HT] HT 2-Star, CCI2-S",Elwenda DP,STEPHANIE GOODMAN,28.5,0,2.4,0,0,30.9,1,
"[HT] HT 2-Star, CCI2-S",Quick Quinn,TOMMY M. GREENGARD,32,0,0,0,0,32,2,
"[HT] HT 2-Star, CCI2-S",Call Me Rudi,HELEN ALLISTON,29.1,0,3.2,0,0,32.3,3,
