Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Intermediate, OI",Danito,TAMRA SMITH,28.8,0,2.4,0,0,31.2,1,12.0
"[HT] Intermediate, OI",Vinetta M,MARISSA NIELSEN,36.6,0,0,0,0,36.6,2,10.0
"[HT] Intermediate, OI",No App for That,TAMRA SMITH,33,0,4,0,0,37,3,8.0
"[HT] Intermediate, OI",Woodford Reserve,ERIN R. KELLERHOUSE,32.7,0,4.8,4,0,41.5,4,0.0
"[HT] Intermediate, OI",MB MaiBlume,TAMRA SMITH,42,0,2,0,0,44,5,0.0
"[HT] Intermediate, OI",M Creme De La Creme SE,ALEXIS A. HELFFRICH,33.6,0,12.4,0,0,46,6,0.0
"[HT] Intermediate, OI",So Cool,JOLIE WENTWORTH,33.9,0,8.4,8,0,50.3,7,0.0
"[HT] Intermediate, OI",Exquisite Prince,CHRISTINE D. RITTHALER,45.7,0,0.8,20,0.4,66.9,8,0.0
"[HT] Intermediate, OI",Kilbunny Amigo,BRYNN LITTLEHALE,38.2,20,11.2,4,0,73.4,9,0.0
"[HT] Intermediate, OI",Karvaleo,WHITNEY TUCKER BILLETER,35.5,60,RF,RF,RF,RF,RF,
"[FEH] 2 Year-old, FEH-2","Hashtag, You're It",ALYSSA R. SCHAEFER,,,,,,,75,1,
"[FEH] 2 Year-old, FEH-2",Royal Cate,EARL MCFALL,,,,,,,70.7,2,
"[FEH] 3 Year-old, FEH-3",Iluminada,EARL MCFALL,,,,,,,77.1,1,
"[FEH] 3 Year-old, FEH-3",DEAR JACK-JACK,SIGOURNEY JELLINS,,,,,,,72.5,2,
"[FEH] 3 Year-old, FEH-3",Draydanza,MEGHAN LEWIS,,,,,,,70,3,
"[HT] Preliminary, OP",Stunner,DAVID P. KOSS,24.4,0,1.6,0,0,26,1,6.0
"[HT] Preliminary, OP",Stoneman,JENNIFER MCFALL,26.7,0,0,0,0,26.7,2,5.0
"[HT] Preliminary, OP",VIF D'OR DE LA MARFEE,JENNIFER L. MCRONALD,23.7,0,5.6,0,0,29.3,3,4.0
"[HT] Preliminary, OP",Dr. Hart,MADISON TEMKIN,29.4,0,0,0,0,29.4,4,3.0
"[HT] Preliminary, OP",Redbull,INDIA MCEVOY,25.9,0,0,4,0,29.9,5,0.0
"[HT] Preliminary, OP",Elliot-V,TAMRA SMITH,31.7,0,0,0,0,31.7,6,0.0
"[HT] Preliminary, OP",Happiness Is,JOSH BARNACLE,30.9,0,2,0,0,32.9,7,0.0
"[HT] Preliminary, OP",MB MaiStein,TAMRA SMITH,35.2,0,0,0,0,35.2,8,0.0
"[HT] Preliminary, OP",Graceland's Lanai,ALEXIS A. HELFFRICH,30,0,5.6,0,0,35.6,9,0.0
"[HT] Preliminary, OP",Graceland's Lincoln,ALEXIS A. HELFFRICH,28.9,0,6.8,0,0,35.7,10,0.0
"[HT] Preliminary, OP",Bella Luna,RACHEL N. FOX,29.8,0,4,4,0,37.8,11,0.0
"[HT] Preliminary, OP",Junit,DAVID ADAMO,24.6,0,14,0,0,38.6,12,0.0
"[HT] Preliminary, OP",RevitaVet Elijah,HELEN ALLISTON,30.4,0,8.4,0,1.6,40.4,13,0.0
"[HT] Preliminary, OP",Urbino du Breuil,ALEXIS A. HELFFRICH,29.8,0,14.8,0,0,44.6,14,0.0
"[HT] Preliminary, OP",Carry On,AMBER BIRTCIL,41.7,0,3.6,0,0,45.3,15,0.0
"[HT] Preliminary, OP",Ringwoods Bariloche,TERESA KOROL,32.4,0,20.8,0,0,53.2,16,0.0
"[HT] Preliminary, OP",Killinick Native,EARL MCFALL,34.4,0,28,0,0,62.4,17,0.0
"[HT] Preliminary, OP",Fred,DAVID ADAMO,33,20,5.6,4,0,62.6,18,0.0
"[HT] Preliminary, PR",Crescendo,ANNA PARSON,27.8,0,0,0,0,27.8,1,6.0
"[HT] Preliminary, PR",Rogadina,MADELEINE S. MOORE,29.6,0,0,0,0,29.6,2,5.0
"[HT] Preliminary, PR",Shadow Inspector,HALEY TURNER,16.7,0,9.2,4,0,29.9,3,4.0
"[HT] Preliminary, PR",Tropic Star,CAROLINE M. DEIN,31.1,0,0,0,0,31.1,4,3.0
"[HT] Preliminary, PR",Sasha Fierce,TESS MOLINAR,33.7,0,0,0,0,33.7,5,0.0
"[HT] Preliminary, PR",Millridge Socrates,EMMA MEEHAN,27.6,0,2.8,4,0,34.4,6,0.0
"[HT] Preliminary, PR",E'zara,INDIA MCEVOY,30,0,12.4,0,0,42.4,7,0.0
"[HT] Preliminary, PR",Hollywood,AMANDA PRESCOTT,37,0,3.2,4,0,44.2,8,0.0
"[HT] Preliminary, PR",Quintessence,MEGAN MCIVER,34.6,0,8.4,0,1.2,44.2,9,0.0
"[HT] Preliminary, PR",Catchy One-liner,BARBARA SLAUGHTER,32.4,0,13.2,4,0,49.6,10,0.0
"[HT] Preliminary, PR",HindSight,KASSANDRA MCMILLAN,31.3,0,19.6,4,0,54.9,11,0.0
"[HT] Preliminary, PR",Elle,KIM F. GOTO MINER,37,0,18.4,0,0,55.4,12,0.0
"[HT] Preliminary, PR",Stone Temple DF,MORGAN WENELL,37.8,0,12,8,0,57.8,13,0.0
"[HT] Preliminary, PR",Churchill,KIM F. GOTO MINER,35.7,0,23.2,4,1.2,64.1,14,0.0
"[HT] Preliminary, PR",Look Again,ROBERTA ZAJAC,47.6,0,9.2,8,0,64.8,15,0.0
"[HT] Preliminary, PR",Illuminare,CRICKET WOOD,36.5,20,17.6,0,0,74.1,16,0.0
"[HT] Preliminary, PR",Stonehavens Royal Touch,TESS MOLINAR,32.6,20,28,4,0,84.6,17,0.0
"[HT] Preliminary, PR",Southern Intent,THOMAS R. JOHNSON,41.7,W,W,W,W,W,W,
"[HT] Preliminary, PR",ROR Lisbane Finch,KIRAN D'SOUZA,36.3,80,E,E,E,E,E,
"[HT] Training, JTR",Foryoureyesonly,DAISY HANRETTY,23.4,0,1.2,8,0,32.6,1,6.0
"[HT] Training, JTR",Pacific,CARSON LANGENBERG,33,0,0,0,0,33,2,5.0
"[HT] Training, JTR",May Ryloa,KAITLIN RAMOS,26.4,0,3.2,4,0,33.6,3,4.0
"[HT] Training, JTR",Tully Mac's Happy Cinders,KATHERINE PAPAHADJOPOULOS,35,0,0,0,0,35,4,3.0
"[HT] Training, JTR",Peter Parker,KIRAN D'SOUZA,35.9,0,0,0,0,35.9,5,2.0
"[HT] Training, JTR",Bold Dredger,LILLIAN SCHNURR,36.4,0,0,0,0,36.4,6,0.0
"[HT] Training, JTR",Stanalama,ISABEL SVEC,37.7,0,0,0,0,37.7,7,0.0
"[HT] Training, JTR",Zen,EIREANN MORRISON,39.6,0,1.6,4,0,45.2,8,0.0
"[HT] Training, JTR",One Trick Pony,JULIA BEAUCHAMP CRANDON,39.3,0,0,8,0,47.3,9,0.0
"[HT] Training, JTR",Van Gogh De Tatihou,RACHEL GRAHAM,30.7,20,RF,RF,RF,RF,RF,
"[HT] Training, JTR",Balla Ruan,MACKENZIE DAVISON,32.3,60,E,E,E,E,E,
"[HT] Training, JTR",Scar Face,STELLA BAILEY,43.2,80,E,E,E,E,E,
"[HT] Training, JTR",Knick Knack,JULIANA G. CASSAR,39.1,0,0,12,E,E,E,
"[HT] Training, JTR",Revonne,COCO C. MEERKAMP,29.3,60,R,R,R,R,R,
"[HT] Training, JTR",Ashraw High Flyer,MAXINE STRACHAN,25.5,20,0,12,E,E,E,
"[HT] Training, JTR",LachStone Robin,JULIETTE KOSMONT,29.8,0,0,W,W,W,W,
"[HT] Modified/Training, MT",Solaguayre California,DAVID ADAMO,31.4,0,0,0,0,31.4,1,6.0
"[HT] Modified/Training, MT",MMS Amadeus,DANA TODD,31.6,0,0,0,0,31.6,2,5.0
"[HT] Modified/Training, MT",Dos Lunas Filipo,DAVID ADAMO,33.5,0,0,0,0,33.5,3,4.0
"[HT] Modified/Training, MT",Rock Cooley,JENNIFER WOOTEN - MACOUZET,36,0,0.4,0,0,36.4,4,3.0
"[HT] Modified/Training, MT",zathalida SE,ALEXIS A. HELFFRICH,37.3,0,0,0,0,37.3,5,2.0
"[HT] Modified/Training, MT",Bittersweet 2,JOSH BARNACLE,37.5,0,0,0,0,37.5,6,0.0
"[HT] Modified/Training, MT",Monets Wish,VICTORIA KLEIN,38.2,0,0,0,0,38.2,7,0.0
"[HT] Modified/Training, MT",Woodland's Be Dignified,SAMI CLARK,34.4,0,0,4,0,38.4,8,0.0
"[HT] Modified/Training, MT",Unknown Horse,NICHOLAS B. CWICK,35.6,0,0,4,0,39.6,9,
"[HT] Modified/Training, MT",Kilcurry Springfield,KATIE DILLON,39.4,0,0,4,0,43.4,10,0.0
"[HT] Modified/Training, MT",Ard Cooley,SIGOURNEY JELLINS,41,0,0,4,0,45,11,0.0
