Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced, A",Castle Larchfield Purdy,LAUREN BILLYS,30.4,0,4.4,0,2.0,36.8,1,
"[HT] Advanced, A",Ebay,HELEN ALLISTON,33.6,0,4.4,0,0.0,38.0,2,
"[HT] Advanced, A",Chatwin,FRANKIE THIERIOT STUTES,24.5,0,0.0,8,7.0,39.5,3,
"[HT] Advanced, A",Rembrandt,SABRINA K. GLASER,39.8,0,0.4,4,1.0,45.2,4,
"[HT] Advanced, A",Erusa,DAVID P. KOSS,33.9,0,5.6,4,2.0,45.5,5,
"[HT] Advanced, A",Fleeceworks Royal,TAMRA SMITH,37.3,0,3.6,0,6.0,46.9,6,
"[HT] Advanced, A",High Times,JENNIFER MCFALL,36.3,0,3.2,16,0.0,55.5,7,
"[HT] Advanced, A",Jakobi,EMILEE LIBBY,39.5,0,7.2,4,8.0,58.7,8,
"[HT] Advanced, A",Borasco,KERRY GROOT,42.1,0,6.0,28,4.0,80.1,9,
"[HT] Advanced, A",RevitaVet Elijah,JAMES ALLISTON,33.0,0,7.2,W,W,W,W,
"[HT] Advanced, A",Charlie Tango,HEATHER MORRIS,27.9,0,E,E,E,E,E,
"[HT] Advanced, A",Greenfort Othello,GINA O. MILES,37.3,W,W,W,W,W,W,
"[HT] Advanced, A",Ringwood Justice,DEREK DI GRAZIA,32.7,60,E,E,E,E,E,
"[HT] Advanced, A",Undercover,HILARY BURKEMPER,40.9,0,15.6,0,E,E,E,
"[HT] Advanced, A",Patagonia,AMBER PEARSON,38.0,60,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",NZB The Chosen One,KELSEY HOLMES,30.7,0,0.0,0,0.0,30.7,1,
"[HT] Intermediate, OI",Greenfort Carnival,SHANNON P. LILLEY,30.9,0,0.0,0,0.0,30.9,2,
"[HT] Intermediate, OI",Diego,LAUREN LOPICCOLO,29.3,0,2.0,0,1.0,32.3,3,
"[HT] Intermediate, OI",Junit,DAVID ADAMO,29.8,0,0.0,0,4.0,33.8,4,
"[HT] Intermediate, OI",Vinetta M,MARISSA NIELSEN,31.0,0,3.2,0,0.0,34.2,5,
"[HT] Intermediate, OI",Woodford Reserve,ERIN R. KELLERHOUSE,30.7,0,3.6,0,0.0,34.3,6,
"[HT] Intermediate, OI",RF Kinetic,ASHLYN DORSEY,29.0,0,5.6,0,0.0,34.6,7,
"[HT] Intermediate, OI",Pandora,JAMES ALLISTON,32.9,0,2.4,0,0.0,35.3,8,
"[HT] Intermediate, OI",Clarissa Purisima,MALLORY K. HOGAN,31.6,0,0.0,4,0.0,35.6,9,
"[HT] Intermediate, OI",Mojo,SOPHIE TICE,32.4,0,0.0,4,0.0,36.4,10,
"[HT] Intermediate, OI",En Vogue,BELLA MOWBRAY,27.2,0,6.8,4,0.0,38.0,11,
"[HT] Intermediate, OI",Wishbone,LISA TAKADA,33.6,0,0.8,4,0.0,38.4,12,
"[HT] Intermediate, OI",Cinzano,AMBER BIRTCIL,31.9,0,0.4,8,0.0,40.3,13,
"[HT] Intermediate, OI",Under Your Hat,AMBER BIRTCIL,31.9,0,0.0,12,0.0,43.9,14,
"[HT] Intermediate, OI",Stag Party,CHLOE E. SMYTH,33.5,0,7.6,4,0.0,45.1,15,
"[HT] Intermediate, OI",Tuscan Sun,KALEY SAPPER,33.1,0,7.2,8,0.0,48.3,16,
"[HT] Intermediate, OI",Super Nova,KERRY GROOT,34.3,0,6.0,12,0.0,52.3,17,
"[HT] Intermediate, OI",Lafite,LIZA HORAN,31.6,0,11.2,16,3.0,61.8,18,
"[HT] Intermediate, OI",RF Lanacapri,GINA O. MILES,33.6,20,8.0,4,0.0,65.6,19,
"[HT] Intermediate, OI",Dr. Hart,MADISON TEMKIN,29.5,20,31.6,0,4.0,85.1,20,
"[HT] Intermediate, OI",Beetle Bailey,LISA PEECOOK,33.8,0,10.8,20,29.0,93.6,21,
"[HT] Intermediate, OI",Sam Adams,JESSICA M. MASTERS,32.2,40,27.2,12,0.0,111.4,22,
"[HT] Intermediate, OI",Vice Commander,KRISTIN JOLY,32.4,60,27.2,16,8.0,143.6,23,
"[HT] Intermediate, OI",Rubia,HARPER L. CLICK,27.8,0,R,R,R,R,R,
"[HT] Intermediate, OI",My Versace,OLIVIA A. BYRON-COOPER,34.7,0,MR,MR,MR,MR,MR,
"[HT] Intermediate, OI",MB MaiBlume,TAMRA SMITH,24.7,W,W,W,W,W,W,
"[HT] Intermediate, OI",Whiskey Up,KAYLEEN P. CROWLEY,32.1,80,E,E,E,E,E,
"[HT] Intermediate, OI",KF Escuda,JOLIE WENTWORTH,34.8,60,R,R,R,R,R,
"[HT] Intermediate, OI",Waterford,BARBARA CRABO,28.5,40,R,R,R,R,R,
"[HT] Intermediate, OI",So Cool,MADDY MAZZOLA,32.1,20,22.0,W,W,W,W,
"[HT] Preliminary, OP",Carry On,AMBER BIRTCIL,27.0,0,0.0,0,1.0,28.0,1,
"[HT] Preliminary, OP",RevitaVet Oreo,JAMES ALLISTON,30.2,0,0.0,0,0.0,30.2,2,
"[HT] Preliminary, OP",Graceland's Lincoln,ALEXIS A. HELFFRICH,32.2,0,0.0,0,0.0,32.2,3,
"[HT] Preliminary, OP",M Creme De La Creme SE,ALEXIS A. HELFFRICH,27.8,0,5.2,0,1.0,34.0,4,
"[HT] Preliminary, OP",Spartan Strength,AMBER BIRTCIL,35.9,0,0.0,0,0.0,35.9,5,
"[HT] Preliminary, OP",Cheers,TAMRA SMITH,35.9,0,0.0,0,0.0,35.9,6,
"[HT] Preliminary, OP",Makemineadouble,TAMRA SMITH,32.6,0,2.4,0,2.0,37.0,7,
"[HT] Preliminary, OP",Pistol Annie,JOSEY THOMPSON,36.1,0,0.0,0,2.0,38.1,8,
"[HT] Preliminary, OP",Ringwood Isabelle,DEREK DI GRAZIA,37.8,0,2.4,0,0.0,40.2,9,
"[HT] Preliminary, OP",Edenderry,CHARLOTTE FREEMAN,33.0,0,2.4,0,7.0,42.4,10,
"[HT] Preliminary, OP",Happiness Is,JOSH BARNACLE,36.5,0,0.4,8,0.0,44.9,11,
"[HT] Preliminary, OP",Fernhill Harry,JOSEPH P. MCKINLEY,34.6,0,5.6,4,1.0,45.2,12,
"[HT] Preliminary, OP",Kedrah House Lux,CADENCE L. MICHEL,42.2,0,0.0,4,0.0,46.2,13,
"[HT] Preliminary, OP",Chatsworth Veyron,DANA CHASE,37.2,0,4.0,8,0.0,49.2,14,
"[HT] Preliminary, OP",Duck Dynasty,KRISTI M. NUNNINK,40.7,0,10.0,0,0.0,50.7,15,
"[HT] Preliminary, OP",Mine The Melody,BARBARA CRABO,34.1,0,4.8,16,3.0,57.9,16,
"[HT] Preliminary, OP",Happy Hour,CHLOE E. SMYTH,36.3,20,4.0,0,0.0,60.3,17,
"[HT] Preliminary, OP",Lagos Star,TAMRA SMITH,36.1,20,26.0,0,0.0,82.1,18,
"[HT] Preliminary, OP",Counterpoint,LAUREN G. BURNELL,25.7,0,0.0,W,W,W,W,
"[HT] Preliminary, OP",Gaelic Wealth,ASIA H. VEDDER,23.3,60,R,R,R,R,R,
"[HT] Preliminary, PH:C",Staccato,JORDAN LINSTEDT,28.8,0,0.0,0,0.0,28.8,1,
"[HT] Preliminary, PH:C",Elliot-V,TAMRA SMITH,29.1,0,0.0,0,0.0,29.1,2,
"[HT] Preliminary, PH:C",Classic's Mojah,HEATHER MORRIS,29.4,0,0.0,0,0.0,29.4,3,
"[HT] Preliminary, PH:C",Sunsprite's Fleurette,EMILEE LIBBY,30.7,0,0.0,0,0.0,30.7,4,
"[HT] Preliminary, PH:C",Syntax,GINA ECONOMOU,34.7,0,0.0,0,0.0,34.7,5,
"[HT] Preliminary, PH:C",Enfinity,ANDREA BAXTER,34.9,0,0.0,0,0.0,34.9,6,
"[HT] Preliminary, PH:C",VIF D'OR DE LA MARFEE,BELLA MOWBRAY,32.0,0,3.6,0,0.0,35.6,7,
"[HT] Preliminary, PH:C",Isi,ASIA H. VEDDER,29.9,0,2.8,4,0.0,36.7,8,
"[HT] Preliminary, PH:C",Galicia,DAVID ADAMO,36.6,0,0.4,0,0.0,37.0,9,
"[HT] Preliminary, PH:C",Peter Parker,JORDAN LINSTEDT,33.1,0,0.0,4,0.0,37.1,10,
"[HT] Preliminary, PH:C",Let's Go DF,EARL MCFALL,34.7,0,0.0,4,0.0,38.7,11,
"[HT] Preliminary, PH:C",Hollister 13,LIZA HORAN,32.4,0,0.0,8,0.0,40.4,12,
"[HT] Preliminary, PH:C",Eduardo,JENNIFER WOOTEN - MACOUZET,37.2,0,3.2,0,0.0,40.4,13,
"[HT] Preliminary, PH:C",Lilly,JAMES ALLISTON,28.8,20,5.6,0,0.0,54.4,14,
"[HT] Preliminary, PH:C",Partly Cloudy CF,KELLY PUGH GOODMAN,35.8,60,R,R,R,R,R,
"[HT] Preliminary, PH:C",Stoneman,JENNIFER MCFALL,32.3,60,24.0,W,W,W,W,
"[HT] Preliminary, PR",Over Easy,JORDAN CRABO,31.5,0,0.0,8,0.0,39.5,1,
"[HT] Preliminary, PR",Coco Mademoiselle,MEGAN N. COMPTON,42.4,0,1.6,0,0.0,44.0,2,
"[HT] Preliminary, PR",Cortina,BRUCE HILL,38.7,0,2.0,4,0.0,44.7,3,
"[HT] Preliminary, PR",Diablo Tejano,DAWN R. SCOTT,30.4,0,0.0,16,0.0,46.4,4,
"[HT] Preliminary, PR",Mojito,KATE MILLER,42.0,0,4.4,0,0.0,46.4,5,
"[HT] Preliminary, PR",Sir Norman,TOMMY M. GREENGARD,33.3,0,24.8,0,5.0,63.1,6,
"[HT] Preliminary, PR",Rochambeau,ASHLEY LONG,35.4,20,RF,RF,RF,RF,RF,
"[HT] Preliminary, PR",Carra Clover Princess,CHRISTINE POULOS,39.1,20,12.8,0,E,E,E,
"[HT] Preliminary, PR",Lyrical Lightning,DOROTHY HALL,34.4,0,R,R,R,R,R,
"[HT] Preliminary, PR",J'adore,KATE LATHROP,35.9,20,RF,RF,RF,RF,RF,
"[HT] Preliminary, PR",River Street,RACHEL GRAHAM,37.8,0,RF,RF,RF,RF,RF,
"[HT] Preliminary, PR:C",FE Caison,KRISTA STEVENSON,30.1,0,0.0,0,0.0,30.1,1,
"[HT] Preliminary, PR:C",Tristan,ZOE A. ZELLER,32.0,0,0.0,0,0.0,32.0,2,
"[HT] Preliminary, PR:C",Karvaleo,WHITNEY TUCKER BILLETER,33.5,0,0.0,0,0.0,33.5,3,
"[HT] Preliminary, PR:C",Kaala Jaadu,BRIANNA MARONEY,31.4,0,0.0,4,0.0,35.4,4,
"[HT] Preliminary, PR:C",Rodrigue Du Granit,RUTH BLEY,31.4,0,0.0,4,0.0,35.4,5,
"[HT] Preliminary, PR:C",Ghost,KAYLAWNA SMITH-COOK,33.3,0,0.0,4,0.0,37.3,6,
"[HT] Preliminary, PR:C",Utah B,SARAH ERTL,34.9,0,0.0,4,0.0,38.9,7,
"[HT] Preliminary, PR:C",Clementine,MADELYN C. FLOYD,30.6,0,0.4,8,1.0,40.0,8,
"[HT] Preliminary, PR:C",The Hokuspocus,KAYLAWNA SMITH-COOK,37.9,0,0.0,4,0.0,41.9,9,
"[HT] Preliminary, PR:C",Lasse 73,JENNIFER L. BROWNE,29.7,0,5.2,8,0.0,42.9,10,
"[HT] Preliminary, PR:C",Stonehavens Royal Touch,TESS MOLINAR,35.6,0,8.4,0,0.0,44.0,11,
"[HT] Preliminary, PR:C",Clear Approval,KAITLIN N. VOSSELLER,34.0,0,8.8,4,0.0,46.8,12,
"[HT] Preliminary, PR:C",Catch Me If You Can IV,RACHAEL K. MCGREGOR,37.4,0,2.8,8,0.0,48.2,13,
