Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced, A",Tivoli,JAMES ALLISTON,27.4,0,0.4,0,1,28.8,1,12.0
"[HT] Advanced, A",Tasman Sea,KIYOMI FOSTER,35.9,0,3.2,0,3,42.1,2,10.0
"[HT] Advanced, A",Mojito,MADDY MAZZOLA,50.6,0,7.2,4,0,61.8,3,8.0
"[HT] Advanced, A",Star Vision,BELLA MOWBRAY,35.9,0,13.2,WWW,-,-,-,-,-
"[HT] Advanced, A",Indy 500,ANDREA BAXTER,37.1,0,R,-,-,-,RR,-
"[HT] Intermediate, OI",Guiness St. James',AMBER LEVINE,24.3,0,0,4,0,28.3,1,12.0
"[HT] Intermediate, OI",Counterpoint,LAUREN G. BURNELL,27.8,0,6,0,0,33.8,2,10.0
"[HT] Intermediate, OI",Dempsey,TAMRA SMITH,25.6,0,8.4,0,0,34,3,8.0
"[HT] Intermediate, OI",Carry On,AMBER LEVINE,32.2,0,4.4,0,0,36.6,4,6.0
"[HT] Intermediate, OI",Code of Conduct,DAVID W. ACORD,28,0,4.8,4,0,36.8,5,4.0
"[HT] Intermediate, OI",Leonado SE,ALEXIS A. HELFFRICH,23.2,0,13.6,0,7,43.8,6,0.0
"[HT] Intermediate, OI",Hot Wheels,SOPHIE CLICK,38.2,0,4,4,0,46.2,7,0.0
"[HT] Intermediate, OI",Zaboomafoo,ANNA STEIN,37.2,0,4.8,12,0,54,8,0.0
"[HT] Intermediate, OI",Sasha Fierce,DAVID W. ACORD,38.7,0,8.4,8,0,55.1,9,0.0
"[HT] Intermediate, OI",Hollywood Diva,PATIENCE O'NEAL,35.2,0,6.4,12,7,60.6,10,0.0
"[HT] Intermediate, OI",Insatiable Casanova,GIGI HERRON,39.6,0,14.4,4,3,61,11,0.0
"[HT] Intermediate, OI",Aid and Abet,SABRINA K. GLASER,37.8,20,7.6,0,0,65.4,12,0.0
"[HT] Intermediate, OI",Celtic King,JOSH BARNACLE,43.5,20,7.6,0,0,71.1,13,0.0
"[HT] Intermediate, OI",Elk Mountain,ANDREA DEMEL,48,0,10.8,16,0,74.8,14,0.0
"[HT] Intermediate, OI",Ansel Adams,JOANNA SAUNDERS,31.9,20,11.2,12,0,75.1,15,0.0
"[HT] Intermediate, OI",Contalli Di Revel,GINA O. MILES,41.9,20,22.8,12,0,96.7,16,0.0
"[HT] Intermediate, OI",InForAPound Dunvegan,GINA M. SHAMAN,36.9,40,60,0,0,136.9,17,0.0
"[HT] Intermediate, OI",Fleeceworks Mystere du Val,ELIZABETH NEW,35,40,R,-,-,-,RR,-
"[HT] Intermediate, OI",The Alchemist,JEANETTE M. GILBERT,44.3,80,E,-,-,-,EE,-
"[HT] Intermediate, OI",Gordon Biersch,JOLIE WENTWORTH,29.8,40,R,-,-,-,RR,-
"[HT] Preliminary, OP",Marseille,LAUREN BILLYS,25.5,0,0.4,0,0,25.9,1,16.0
"[HT] Preliminary, OP",Sunsprite Madeira,JAMES ALLISTON,25.5,0,0.4,0,0,25.9,1,16.0
"[HT] Preliminary, OP",Rubicon,NIKKI AYERS,26.1,0,0,4,0,30.1,3,4.0
"[HT] Preliminary, OP",Rembrandt,SABRINA K. GLASER,30.2,0,0,4,0,34.2,4,3.0
"[HT] Preliminary, OP",Graf Gerhardt,GINA O. MILES,33.9,0,2.8,0,0,36.7,5,2.0
"[HT] Preliminary, OP",Bodark,HAWLEY BENNETT-AWAD,35,0,2.4,0,0,37.4,6,0.0
"[HT] Preliminary, OP",My Lucky Day,KAREN L. O'NEAL,36.6,0,0,4,0,40.6,7,0.0
"[HT] Preliminary, OP",Alectra,DAVID ADAMO,36.4,0,5.6,0,0,42,8,0.0
"[HT] Preliminary, OP",Loki,SAMANTHA BERGIN,39.8,0,0,4,0,43.8,9,0.0
"[HT] Preliminary, OP",Tatiana,ASHLYNN E. MEUCHEL,38.4,0,1.6,4,0,44,10,100.0
"[HT] Preliminary, OP",Cheval de Tonnerre,HAWLEY BENNETT-AWAD,45.5,0,3.2,0,0,48.7,11,0.0
"[HT] Preliminary, OP",Worthy Opponent V.E.,DANA J. ESTES,30.5,0,5.2,16,0,51.7,12,0.0
"[HT] Preliminary, OP",Flash Gordon,HOLLY FOX,38,0,14.4,4,0,56.4,13,0.0
"[HT] Preliminary, OP",Lafite,LIZA HORAN,36.4,0,9.6,16,0,62,14,0.0
"[HT] Preliminary, OP",LADY GAGA,DANIELLE CASALETT,33,20,11.6,4,0,68.6,15,0.0
"[HT] Preliminary, OP",Beetle Bailey,LISA PEECOOK,44.1,0,21.6,8,0,73.7,16,0.0
"[HT] Preliminary, OP",Hunters Bolero,MICHLYNN STERLING,37.1,0,32.8,4,0,73.9,17,0.0
"[HT] Preliminary, OP",Millie,GINA O. MILES,29.3,40,21.2,8,0,98.5,18,0.0
"[HT] Preliminary, OP",Ghypsy,TAMRA SMITH,33.4,80,E,-,-,-,EE,-
"[HT] Preliminary, OP",Checkpoint Charlie,LAUREL R. MECK,25.2,20,R,-,-,-,RR,-
"[HT] Preliminary, PH:C",Chatwin,FRANKIE THIERIOT STUTES,26.5,0,0,0,0,26.5,1,16.0
"[HT] Preliminary, PH:C",RevitaVet Elijah,JAMES ALLISTON,31.4,0,0,0,0,31.4,2,25.0
"[HT] Preliminary, PH:C",Another Star,ERIN SERAFINI SPOHR,28.6,0,0,4,0,32.6,3,34.0
"[HT] Preliminary, PH:C",Indio BMW,MARC GRANDIA,29.4,0,0,4,0,33.4,4,43.0
"[HT] Preliminary, PH:C",Under Wraps,TAMRA SMITH,30,0,0,4,0,34,5,52.0
"[HT] Preliminary, PH:C",Bill's Midnight Magic,ERIN R. KELLERHOUSE,34.6,0,0,0,0,34.6,6,61.0
"[HT] Preliminary, PH:C",RF Lanacapri,GINA O. MILES,33.9,0,1.6,0,0,35.5,7,70.0
"[HT] Preliminary, PH:C",Chavez Ravine,ERIN R. KELLERHOUSE,36.9,0,0,0,0,36.9,8,80.0
"[HT] Preliminary, PH:C",Betawave,ROBYN FISHER,37.3,0,0,0,0,37.3,9,90.0
"[HT] Preliminary, PH:C",Fleeceworks Royal,TAMRA SMITH,32.2,0,2,4,0,38.2,10,100.0
"[HT] Preliminary, PH:C",Ringwood Isabelle,BEA DI GRAZIA,35.1,0,3.2,0,0,38.3,11,110.0
"[HT] Preliminary, PH:C",Lagos Star,BELLA MOWBRAY,34.3,0,9.2,0,0,43.5,12,120.0
"[HT] Preliminary, PH:C",Appletini,KRISTI M. NUNNINK,36.9,0,6.8,4,0,47.7,13,130.0
"[HT] Preliminary, PH:C",Charlotte,JENNIFER L. MCRONALD,36.9,0,3.2,8,0,48.1,14,140.0
"[HT] Preliminary, PH:C",Hi Duty,HAWLEY BENNETT-AWAD,36.5,0,4,8,1,49.5,15,150.0
"[HT] Preliminary, PH:C",Crowning Event,SARAH BRAUN,41.8,0,0,8,0,49.8,16,160.0
"[HT] Preliminary, PH:C",Bellespoir,NATALIE BRADY,47,0,6.4,0,0,53.4,17,170.0
"[HT] Preliminary, PH:C",Soaring Bird,REBECCA BRAITLING,35,0,3.6,16,0,54.6,18,180.0
"[HT] Preliminary, PH:C",Eye of the Storm,KIM LIDDELL,36.3,0,14.4,4,0,54.7,19,190.0
"[HT] Preliminary, PH:C",Why Not,JORDAN TAYLOR,51.4,0,0,4,0,55.4,20,0.0
"[HT] Preliminary, PH:C",Magical Instinct,AMBER LEVINE,38.5,20,14.4,0,0,72.9,21,0.0
"[HT] Preliminary, PH:C",Tito,KELLY PUGH,35.1,60,E,-,-,-,EE,-
"[HT] Preliminary, PH:C",Mighty Smart,JOHN MICHAEL DURR,34.5,0,MR,-,-,-,MRMR,-
"[HT] Preliminary, PH:C",Ecklands Padiwak,KELLY PUGH,37.1,20,RF,-,-,-,RFRF,-
"[HT] Preliminary, PR",Cassiopeia,KAITLIN T. HALL,31.4,0,0,0,0,31.4,1,16.0
"[HT] Preliminary, PR",Corinthoz,KIERA CARTER,33.6,0,0,0,0,33.6,2,25.0
"[HT] Preliminary, PR",Lady Calido,SUE BUXTON,30,0,4.8,0,0,34.8,3,34.0
"[HT] Preliminary, PR",Ballingowan Ginger,JORDYN M. HORWITZ,35.9,0,0.4,0,0,36.3,4,43.0
"[HT] Preliminary, PR",Ilo Lorel,KATHERINE J. ANDERSON,37.7,0,0,0,0,37.7,5,52.0
"[HT] Preliminary, PR",Rhythm Royale,MAX GERDES,34.6,0,0,8,0,42.6,6,60.0
"[HT] Preliminary, PR",Kaiden,CARRIE J. FINNO,34.1,0,10,8,0,52.1,7,0.0
"[HT] Preliminary, PR",Ols Take Time,SYDNEY JOHNSON,30.9,0,4,20,0,54.9,8,0.0
"[HT] Preliminary, PR",No Malarky,KELSEY T. FRANKENBERGER,51.4,0,0,4,0,55.4,9,0.0
"[HT] Preliminary, PR",Aerolite,DANA CHASE,30,20,9.6,0,1,60.6,10,100.0
"[HT] Preliminary, PR",Street Legal,JENNIFER M. RAMIREZ,55.9,0,7.6,0,0,63.5,11,110.0
"[HT] Preliminary, PR",Sabrina,JENNIFER L. SALINGER,31.8,20,16.8,24,0,92.6,12,120.0
"[HT] Preliminary, PR",Talisker,PASCALE WINNICK,33.2,60,E,-,-,-,EE,-
"[HT] Preliminary, PR",Colonial Art,TOMMY M. GREENGARD,41.4,-,W,-,-,-,WW,-
"[HT] Preliminary, PR",Fun Fun Fun,VICTORIA GARVIN,43.2,60,E,-,-,-,EE,-
"[HT] Preliminary, PR",DVF Caliente Creek,WHITNEY TOMPKINS,41.8,0,7.2,-,WWW,-,-
"[HT] Preliminary, PR",Queen of Spades,NICCI GUZZETTA,37.3,20,25.6,-,WWW,-,-
"[HT] Preliminary, PR",Willoughby Bay,JOY M. SIMON,44.9,20,RF,-,-,-,RFRF,-
"[HT] Preliminary, PR",Litoral,SOPHIE CHANCE,41.4,-,W,-,-,-,WW,-
"[HT] Preliminary, PR",Stunt Double,KAYLYN A. SCHABER,38.6,40,RF,-,-,-,RFRF,-
"[HT] Preliminary, PR",Knick Knack,KATARINA L. WULSTEIN,39.6,20,R,-,-,-,RR,-
"[HT] Preliminary, PR:C",Learning To Fly,TRISTEN N. HOOKS DVM,26.3,0,0,0,0,26.3,1,16.0
"[HT] Preliminary, PR:C",Rodrigue Du Granit,RUTH BLEY,30.1,0,0,0,0,30.1,2,25.0
"[HT] Preliminary, PR:C",Ping Pong,JULIE FLETTNER,30.1,0,0,0,0,30.1,3,34.0
