Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced, A",R-Star,KRISTI M. NUNNINK,28.7,0,14.4,0,0,43.1,1,12.0
"[HT] Advanced, A",Rise Against,BUNNIE S. SEXTON,40.7,0,8.4,0,0,49.1,2,10.0
"[HT] Advanced, A",The Alchemyst,JAMES ATKINSON,34.3,0,2.8,12,5,54.1,3,8.0
"[HT] Advanced, A",Lad's Night Out,BEA DI GRAZIA,33,0,15.2,16,0,64.2,4,0.0
"[HT] Advanced, A",Goodknight,JOLIE WENTWORTH,39.3,20,9.6,4,0,72.9,5,0.0
"[HT] Advanced, A",Chanel,GINA O. MILES,41.3,0,--,8,0,49.3,HC,
"[HT] Advanced, A",Annie Oakley III,JAMES ATKINSON,36.7,40,18.8,--,--,WWW,W,
"[HT] Intermediate, OI",Ben,JAMES ALLISTON,40.4,0,0.8,0,0,41.2,1,12.0
"[HT] Intermediate, OI",Indy 500,ANDREA BAXTER,42,0,0.4,0,0,42.4,2,10.0
"[HT] Intermediate, OI",Fuerst Nino R,ANDREA BAXTER,39.6,0,2,4,0,45.6,3,8.0
"[HT] Intermediate, OI",High Times,JENNIFER MCFALL,34.8,0,5.2,8,0,48,4,0.0
"[HT] Intermediate, OI",Over Easy,BARBARA CRABO,36,0,4.4,8,0,48.4,5,0.0
"[HT] Intermediate, OI",Aida,MATTHEW R. BROWN,35.2,0,3.2,12,0,50.4,6,0.0
"[HT] Intermediate, OI",Legal Limit,KATHY CAIN,42,0,6.8,4,0,52.8,7,0.0
"[HT] Intermediate, OI",Reins for Justice,DAVID W. ACORD,46,0,9.6,0,0,55.6,8,0.0
"[HT] Intermediate, OI",Wrigley,NATALIE JENSEN,34,40,22.4,20,0,116.4,9,0.0
"[HT] Intermediate, OI",Man on a Mission III,JOLIE WENTWORTH,30.8,60,20.4,8,0,119.2,10,0.0
"[HT] Intermediate, OI",Aerolite,DANA CHASE,34,60,22.4,4,0,120.4,11,0.0
"[HT] Intermediate, OI",Ballyquinn,JOLIE WENTWORTH,34.8,20,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",Jumbo's Jake,JAMES ALLISTON,27.6,60,E,E,E,E,E,
"[HT] Intermediate, OI",Meant To Be,JAMES ATKINSON,33.2,60,E,E,E,E,E,
"[HT] Intermediate, OI",Isle Of Japan,DEREK DI GRAZIA,37.2,20,R,R,R,R,R,
"[HT] Preliminary, JYP",Florestan du Serin,LAUREN HENRY,29.6,0,2.4,0,0,32,1,6.0
"[HT] Preliminary, JYP",Bee Hive,ALICE CONEYBEER,33.9,0,0.4,0,0,34.3,2,5.0
"[HT] Preliminary, JYP",Catch Of The Day,LOGAN E. BEARDEN,32.6,0,3.6,4,0,40.2,3,4.0
"[HT] Preliminary, JYP",Case Closed II,NATALIE KUHNY,42.2,0,0,0,0,42.2,4,3.0
"[HT] Preliminary, JYP",Saturday Night Live,MCKENZIE D. MILLER,35.7,0,3.2,4,0,42.9,5,0.0
"[HT] Preliminary, JYP",Back Stage Pass,LAUREN BRANAGH,37,0,3.2,4,0,44.2,6,0.0
"[HT] Preliminary, JYP",French Polish,MADISON REEB,33.5,0,7.6,8,0,49.1,7,0.0
"[HT] Preliminary, JYP",Alesi,SOPHIA M. STARKMAN,41.7,0,3.6,4,0,49.3,8,0.0
"[HT] Preliminary, JYP",Yours Truly,KASSANDRA MCMILLAN,37,20,10.8,8,6,81.8,9,0.0
"[HT] Preliminary, JYP",Gibson on the Rocks,SYLVIE LAUZON,43.9,60,E,E,E,E,E,
"[HT] Preliminary, JYP",Lucid Opposition,CAROLINE M. DEIN,41.3,60,E,E,E,E,E,
"[HT] Preliminary, JYP",For Kicks,LAUREN BRANAGH,30,0,2,--,--,WWW,W,
"[HT] Preliminary, JYP",Improvisor,LAUREN HENRY,33.9,0,7.6,--,--,WWW,W,
"[HT] Preliminary, JYP",Danny California,MERISSA UNDERWOOD,34.8,100,E,E,E,E,E,
"[HT] Preliminary, JYP",Coeur Das,AINSLEY FARADAY,35.7,60,RF,RF,RF,RF,RF,
"[HT] Preliminary, JYP",Damascus,ALISTAIRE RUGGIERO,30.4,0,RF,RF,RF,RF,RF,
"[HT] Preliminary, OP",Parfait,ERIN R. KELLERHOUSE,32.6,0,0,0,0,32.6,1,6.0
"[HT] Preliminary, OP",Che Landscape,MATTHEW R. BROWN,30.9,0,0,4,0,34.9,2,5.0
