Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Intermediate, OI",Ballinakill Glory,KELLY PRATHER,31.6,0,0,0,0,31.6,1,6.0
"[HT] Intermediate, OI",Last Call,ALEXANDRA KNOWLES,33.6,0,0,0,0,33.6,2,5.0
"[HT] Intermediate, OI",Ballingowan Ginger,LAUREN BILLYS,33.2,0,4.8,0,0,38,3,4.0
"[HT] Intermediate, OI",Ballingowan Pizazz,LINDSAY CONNORS,39.6,0,7.2,4,0,50.8,4,0.0
"[HT] Intermediate, OI",Given Half A Chance,SUZY HETTICH,39.2,0,16.4,16,0,71.6,5,0.0
"[HT] Intermediate, OI",Nabouco De Lessay,JENNIFER WOOTEN - MACOUZET,35.6,20,24,0,1,80.6,6,0.0
"[HT] Intermediate, OI",Venado,LAUREN LOPICCOLO,36,40,37.2,16,0,129.2,7,0.0
"[HT] Intermediate, OI",Ru II,SHANNON P. LILLEY,39.6,80,R,24,0,RR,RR,
"[HT] Preliminary, OP",Jefferson,NATALIE BRADY,33.9,0,0,0,0,33.9,1,6.0
"[HT] Preliminary, OP",Hail II,NATALIA K. NENEMAN,33,0,0.4,0,1,34.4,2,5.0
"[HT] Preliminary, OP",Wallenda,GINA O. MILES,34.8,0,0,4,0,38.8,3,4.0
"[HT] Preliminary, OP",Blackfoot Mystery,KELLY PRATHER,32.2,0,0,8,0,40.2,4,3.0
"[HT] Preliminary, OP",Gryffindor,BUNNIE S. SEXTON,37,0,0,4,0,41,5,2.0
"[HT] Preliminary, OP",Juicy Couture,ALEXANDRA KNOWLES,37.8,0,0,4,0,41.8,6,1.0
"[HT] Preliminary, OP",Myster E,GINA ECONOMOU,34.8,0,0,8,0,42.8,7,0.0
"[HT] Preliminary, OP",Raquel,MADISON REEB,45.2,0,0,0,0,45.2,8,0.0
"[HT] Preliminary, OP",Caboose,AUBURN EXCELL BRADY,37.4,0,0,8,0,45.4,9,0.0
"[HT] Preliminary, OP",Tequesteris,NATALIA K. NENEMAN,39.1,0,8.8,0,0,47.9,10,0.0
"[HT] Preliminary, OP",Luke Skywalker,JAMES ALLISTON,44.8,0,3.2,0,0,48,11,0.0
"[HT] Preliminary, OP",,SANDRA DONNELLY,40.9,0,3.6,4,0,48.5,12,
"[HT] Preliminary, OP",Hilltop's Tabula Rasa,MATTHEW R. BROWN,40.4,0,7.2,0,3,50.6,13,0.0
"[HT] Preliminary, OP",Pierre,ALEXANDRA KNOWLES,40.4,0,0,12,0,52.4,14,0.0
"[HT] Preliminary, OP",Five O'Clock Somewhere,HAWLEY BENNETT-AWAD,34.8,0,1.2,12,7,55,15,0.0
