Division,Horse,Rider,D,SXC,JXC,TSJ,JSJ,TSP,Pts,U-Pts
"[HT] Advanced, A",Carry On,AMBER BIRTCIL,34,0,0.4,0,0,34.4,1,
"[HT] Advanced, A",Wembley,TAMRA SMITH,28.8,0,6.4,2,0,37.2,2,
"[HT] Advanced, A",Castle Larchfield Purdy,LAUREN BILLYS,28.5,0,10,5,0,43.5,3,
"[HT] Advanced, A",Celtic King,JOSH BARNACLE,39.7,0,0.4,4,0,44.1,4,
"[HT] Advanced, A",Contalli Di Revel,GINA O. MILES,33.8,20,6,12,0,71.8,5,
"[HT] Advanced, A",Over Easy,BARBARA CRABO,31,40,R,R,R,R,R,
"[HT] Intermediate, OI",RevitaVet Elijah,JAMES ALLISTON,25.2,0,2.8,0,0,28,1,
"[HT] Intermediate, OI",London Town,ALEXIS A. HELFFRICH,26.5,0,3.2,0,0,29.7,2,
"[HT] Intermediate, OI",Lord Lombardi,MEGAN TRAYNHAM,28.9,0,2.4,0,0,31.3,3,
"[HT] Intermediate, OI",Rubicon,NIKKI AYERS,32,0,2.8,4,0,38.8,4,
"[HT] Intermediate, OI",RF Kinetic,ASHLYN DORSEY,29.6,0,8.8,0,2,40.4,5,
"[HT] Intermediate, OI",Leonado SE,ALEXIS A. HELFFRICH,30.4,0,8.8,4,1,44.2,6,
"[HT] Intermediate, OI",Aerolite,DANA CHASE,29.4,0,11.2,8,0,48.6,7,
"[HT] Intermediate, OI",Pistol Annie,JOSEY THOMPSON,40,0,8.8,0,0,48.8,8,
"[HT] Intermediate, OI",Athlone Travel On,ERIN M. MURPHY,41.1,0,8.4,0,0,49.5,9,
"[HT] Intermediate, OI",Goodknight,JOLIE WENTWORTH,32.8,0,16.8,0,0,49.6,10,
"[HT] Intermediate, OI",Wishbone,KATHRYN YOZAMP,32.2,0,19.6,0,3,54.8,11,
"[HT] Intermediate, OI",Soaring Bird,REBECCA BRAITLING,34.8,0,21.2,0,0,56,12,
"[HT] Intermediate, OI",Gaelic Wealth,ASIA H. VEDDER,33.3,0,20,4,0,57.3,13,
"[HT] Intermediate, OI",Worthy Opponent V.E.,DANA J. ESTES,34.3,0,14,12,4,64.3,14,
"[HT] Intermediate, OI",Mojito,MADDY MAZZOLA,55.7,0,6.8,4,0,66.5,15,
"[HT] Intermediate, OI",Corazon,KELLY PUGH GOODMAN,28.7,20,18.4,0,0,67.1,16,
"[HT] Intermediate, OI",Sasha Fierce,DAVID W. ACORD,38.9,20,12.4,4,0,75.3,17,
"[HT] Intermediate, OI",Alectra,DAVID ADAMO,36.7,20,23.6,4,0,84.3,18,
"[HT] Intermediate, OI",Code of Conduct,DAVID W. ACORD,33,60,15.2,0,0,108.2,19,
"[HT] Intermediate, OI",Charlotte,JENNIFER L. MCRONALD,34.8,20,20.8,4,36,115.6,20,
"[HT] Intermediate, OI",De Mello,MEGAN GASTEL,26.1,60,R,R,R,R,R,
"[HT] Intermediate, OI",Zuvenir,DEBORAH ROSEN,40.9,20,28.8,W,W,W,W,
"[HT] Intermediate, OI",RF Lanacapri,GINA O. MILES,34.6,40,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",Tullamore,MARIS L. BURNS,37.4,0,6,W,W,W,W,
"[HT] Intermediate, OI",Cassiopeia,KAITLIN T. HALL,38.7,0,RF,RF,RF,RF,RF,
"[HT] Intermediate, OI",Worth The Wait,KATE LATHROP,36.7,60,R,R,R,R,R,
"[HT] Intermediate, OI",Great Bourton,REBECCA BRAITLING,33.3,20,R,R,R,R,R,
"[HT] Preliminary, OP",Nonsensical,EMILEE LIBBY,29.8,0,0,0,0,29.8,1,
"[HT] Preliminary, OP",Flash Gordon,HOLLY FOX,31.1,0,0,0,0,31.1,2,
"[HT] Preliminary, OP",Cooley Wick,MARIS L. BURNS,31.1,0,0,4,0,35.1,3,
"[HT] Preliminary, OP",Project Runway,MAXANCE MCMANAMY,26.8,0,8.8,0,0,35.6,4,
"[HT] Preliminary, OP",Counterpoint,LAUREN G. BURNELL,34.8,0,5.6,0,0,40.4,5,
"[HT] Preliminary, OP",Walterstown Don,LAUREN G. BURNELL,38.2,0,6,0,0,44.2,6,
"[HT] Preliminary, OP",Greenfort Othello,GINA O. MILES,32.5,0,8,4,0,44.5,7,
"[HT] Preliminary, OP",Justjack,PAIGE DINNIE,35.5,0,10.8,0,0,46.3,8,
"[HT] Preliminary, OP",Ringwood Isabelle,BEA DI GRAZIA,33.9,0,12.8,0,0,46.7,9,
"[HT] Preliminary, OP",Seychelles,HAWLEY BENNETT-AWAD,31.4,0,2.4,4,9,46.8,10,
"[HT] Preliminary, OP",A Golden Effort,CORI LYNN HERR,44.3,0,4,0,0,48.3,11,
"[HT] Preliminary, OP",Stag Party,CHLOE E. SMYTH,38.4,0,0,12,0,50.4,12,
"[HT] Preliminary, OP",Sir Walter Raleigh,KIMBERLY A. MORSE,36.6,0,10,4,0,50.6,13,
"[HT] Preliminary, OP",Arnell's Dinero,REBECCA BRAITLING,35.5,0,16.8,0,0,52.3,14,
"[HT] Preliminary, OP",Guardian,DAVID W. ACORD,35,0,7.2,20,0,62.2,15,
"[HT] Preliminary, OP",Pinotage,AUBURN EXCELL BRADY,36.1,0,R,R,R,R,R,
"[HT] Preliminary, OP",Henry,SYDNEY JOHNSON,26.4,60,E,E,E,E,E,
"[HT] Preliminary, OP",Phoenix Belissima,JOHN STRASSBURGER,38.2,40,RF,RF,RF,RF,RF,
"[HT] Preliminary, PH:C",Thomascourt Cooley,JAMES ALLISTON,28.7,0,0,0,0,28.7,1,
"[HT] Preliminary, PH:C",Bill's Midnight Magic,ERIN R. KELLERHOUSE,30.2,0,0,0,0,30.2,2,
"[HT] Preliminary, PH:C",Be a Star,ERIN SERAFINI,31.4,0,0,0,0,31.4,3,
"[HT] Preliminary, PH:C",Jakobi,EMILEE LIBBY,31.5,0,0,0,0,31.5,4,
"[HT] Preliminary, PH:C",Dan The Man,JAMES ALLISTON,32.8,0,0,0,0,32.8,5,
"[HT] Preliminary, PH:C",Otter Pop,AMBER BIRTCIL,30.3,0,0,4,0,34.3,6,
"[HT] Preliminary, PH:C",Ballingowan Gemma,SHANNON P. LILLEY,35.1,0,0,0,0,35.1,7,
"[HT] Preliminary, PH:C",Stakkato II,ASHLYN DORSEY,35.9,0,0,0,0,35.9,8,
"[HT] Preliminary, PH:C",High Decorum,JULIE A. BOYER,36.5,0,0,0,0,36.5,9,
"[HT] Preliminary, PH:C",En Vogue,KIMBERLY STEINBUCH,28.6,0,0,8,0,36.6,10,
"[HT] Preliminary, PH:C",Dr. Hart,MADISON TEMKIN,32.9,0,0,4,0,36.9,11,
"[HT] Preliminary, PH:C",Diego,LAUREN LOPICCOLO,33.4,0,0,4,0,37.4,12,
"[HT] Preliminary, PH:C",Rock Star,CHLOE E. SMYTH,33.6,0,0,4,0,37.6,13,
"[HT] Preliminary, PH:C",Hi Duty,HAWLEY BENNETT-AWAD,31.1,0,0,8,0,39.1,14,
"[HT] Preliminary, PH:C",Ping Pong,JULIE FLETTNER,30.4,0,4.8,4,0,39.2,15,
"[HT] Preliminary, PH:C",Jackie O De Carlier,AMANDA VOLLE,34.8,0,0,4,1,39.8,16,
"[HT] Preliminary, PH:C",Talisker,JAMES ALLISTON,33.2,0,0,8,0,41.2,17,
"[HT] Preliminary, PH:C",Sunsprite Madeira,JAMES ALLISTON,29.3,0,0,12,0,41.3,18,
"[HT] Preliminary, PH:C",Beetle Bailey,LISA PEECOOK,36.6,0,4.8,0,0,41.4,19,
"[HT] Preliminary, PH:C",She Won The West,TAMRA SMITH,33,0,1.2,8,0,42.2,20,
"[HT] Preliminary, PH:C",Cooley On The Rocks,MADDY MAZZOLA,35.5,0,9.2,0,0,44.7,21,
"[HT] Preliminary, PH:C",KF Chelada,JOLIE WENTWORTH,33.6,0,11.2,0,2,46.8,22,
"[HT] Preliminary, PH:C",LaCoura,NATALIE BRADY,38.9,0,8,0,0,46.9,23,
"[HT] Preliminary, PH:C",So Cool,MADDY MAZZOLA,38.3,0,9.2,0,0,47.5,24,
"[HT] Preliminary, PH:C",Pleasant Soul,LOGAN E. BEARDEN,39.6,0,0,8,0,47.6,25,
"[HT] Preliminary, PH:C",Tiz When,ERIN R. KELLERHOUSE,33.4,0,21,0,0,54.4,26,
"[HT] Preliminary, PH:C",My Cheatin Heart,SIGOURNEY JELLINS,39,0,13.2,12,4,68.2,27,
